date,state,cogs
2016-01-31,Montana,22.8494
2016-01-31,New Mexico,54.970699999999994
2016-01-31,New York,3151.076200000001
2016-01-31,North Carolina,6159.9564
2016-01-31,Ohio,4765.163
2016-01-31,Pennsylvania,1039.1435999999999
2016-01-31,Rhode Island,1774.4946
2016-01-31,Tennessee,126.88380000000001
2016-01-31,Texas,3018.0964000000004
2016-01-31,Virginia,123.0208
2016-01-31,Washington,68.5122
2015-12-31,Alabama,1749.9964
2015-12-31,Arizona,3629.3945
2015-12-31,California,13797.6178
2015-12-31,Colorado,1192.758
2015-12-31,Delaware,9.3312
2015-12-31,Florida,2004.6031999999998
2015-12-31,Georgia,42.030199999999994
2015-12-31,Idaho,396.9354
2015-12-31,Illinois,1867.3184000000006
2015-12-31,Indiana,792.9228
2015-12-31,Kentucky,6.566700000000001
2015-12-31,Maryland,293.98879999999997
2015-12-31,Massachusetts,229.88279999999997
2015-12-31,Michigan,61.668000000000006
2015-12-31,Missouri,13.478400000000002
2015-12-31,Nevada,416.451
2015-12-31,New York,7435.4123
2015-12-31,North Carolina,86.3712
2015-12-31,Ohio,2729.1169
2015-12-31,Oklahoma,345.5712
2015-12-31,Oregon,2119.4750999999997
2015-12-31,Pennsylvania,2447.8686000000002
2015-12-31,South Carolina,431.49980000000005
2015-12-31,Tennessee,706.1811
2015-12-31,Texas,4947.226699999999
2015-12-31,Virginia,2447.5604999999996
2015-12-31,Washington,798.7656000000001
2015-12-31,Wisconsin,2168.0056
2015-11-30,Arizona,673.4932
2015-11-30,California,11901.843100000006
2015-11-30,Colorado,3078.354
2015-11-30,Connecticut,630.7499999999999
2015-11-30,Delaware,3200.5342999999993
2015-11-30,Florida,559.944
2015-11-30,Georgia,590.0587
2015-11-30,Illinois,3036.0597
2015-11-30,Indiana,242.19359999999998
2015-11-30,Kansas,446.16740000000004
2015-11-30,Kentucky,596.4318000000001
2015-11-30,Louisiana,502.64439999999996
2015-11-30,Michigan,1204.7730000000001
2015-11-30,Minnesota,815.3563
2015-11-30,Missouri,68.1919
2015-11-30,Nebraska,71.0763
2015-11-30,New Jersey,56.98280000000001
2015-11-30,New York,15168.417700000005
2015-11-30,North Carolina,2755.2555
2015-11-30,Ohio,6724.510400000001
2015-11-30,Oregon,810.9217000000001
2015-11-30,Pennsylvania,4489.3686
2015-11-30,Rhode Island,1677.2567999999999
2015-11-30,Tennessee,422.39379999999994
2015-11-30,Texas,6687.406899999999
2015-11-30,Utah,98.6378
2015-11-30,Virginia,220.06040000000002
2015-11-30,Washington,2808.4353999999994
2015-11-30,Wisconsin,1229.3283999999999
2015-10-31,Alabama,1772.1098
2015-10-31,Arizona,507.73740000000004
2015-10-31,Arkansas,468.9279
2015-10-31,California,4529.731400000001
2015-10-31,Florida,348.4273
2015-10-31,Illinois,3863.1711
2015-10-31,Indiana,332.25239999999997
2015-10-31,Louisiana,119.5264
2015-10-31,Massachusetts,1606.0926
2015-10-31,Michigan,203.48160000000001
2015-10-31,Nebraska,7.68
2015-10-31,Nevada,4.71
2015-10-31,New Hampshire,265.6244
2015-10-31,New Jersey,278.29
2015-10-31,New Mexico,143.276
2015-10-31,New York,1867.0044999999996
2015-10-31,North Carolina,210.78139999999996
2015-10-31,Ohio,1410.752
2015-10-31,Pennsylvania,3838.1292
2015-10-31,South Carolina,8.058
2015-10-31,Tennessee,657.3639000000001
2015-10-31,Texas,3108.827300000001
2015-10-31,Virginia,1020.3607999999999
2015-10-31,Washington,4601.3862
2015-09-30,Arizona,193.1873
2015-09-30,Arkansas,950.8094
2015-09-30,California,2474.7393000000006
2015-09-30,Colorado,12.2074
2015-09-30,Connecticut,99.75500000000001
2015-09-30,Delaware,152.5377
2015-09-30,Florida,1201.5922999999998
2015-09-30,Georgia,167.2301
2015-09-30,Illinois,3640.8762
2015-09-30,Kansas,607.4241999999999
2015-09-30,Maryland,473.5466
2015-09-30,Massachusetts,1760.8002
2015-09-30,Michigan,51.8
2015-09-30,Minnesota,5231.496500000001
2015-09-30,Nebraska,47.1902
2015-09-30,New Jersey,238.23160000000001
2015-09-30,New Mexico,74.01599999999999
2015-09-30,New York,11437.3549
2015-09-30,North Carolina,5738.2925
2015-09-30,Ohio,1230.0964
2015-09-30,Oklahoma,1213.7063
2015-09-30,Oregon,1611.1319999999998
2015-09-30,Pennsylvania,1762.9541999999997
2015-09-30,Texas,22078.0312
2015-09-30,Virginia,147.9993
2015-09-30,Washington,3693.7609000000007
2015-08-31,Arizona,311.78560000000004
2015-08-31,Arkansas,763.3882000000001
2015-08-31,California,4134.3627000000015
2015-08-31,Colorado,708.7236999999999
2015-08-31,Connecticut,931.1797999999999
2015-08-31,Florida,920.7927999999999
2015-08-31,Georgia,668.6724
2015-08-31,Illinois,427.39160000000004
2015-08-31,Kentucky,18.87
2015-08-31,Maine,360.19339999999994
2015-08-31,Michigan,683.5374
2015-08-31,Missouri,644.1479999999999
2015-08-31,Montana,5.5944
2015-08-31,Nevada,1780.6198
2015-08-31,New Jersey,98.105
2015-08-31,New York,778.8331
2015-08-31,North Carolina,145.2512
2015-08-31,Ohio,340.8718
2015-08-31,Pennsylvania,1084.3462
2015-08-31,South Carolina,40.2624
2015-08-31,Texas,638.6792
2015-08-31,Utah,1626.7093999999997
2015-08-31,Virginia,2178.955
2015-08-31,Washington,4792.434299999999
2015-07-31,Arizona,1710.5937999999999
2015-07-31,California,14929.3395
2015-07-31,Colorado,144.5872
2015-07-31,Connecticut,354.23359999999997
2015-07-31,Delaware,28.425599999999996
2015-07-31,Florida,899.2502000000001
2015-07-31,Illinois,310.69520000000006
2015-07-31,Michigan,3.04
2015-07-31,Mississippi,874.6724
2015-07-31,Montana,3.8862
2015-07-31,Nebraska,25.905599999999996
2015-07-31,New Jersey,1012.4167000000001
2015-07-31,New York,1055.2492
2015-07-31,Ohio,109.5033
2015-07-31,Pennsylvania,1930.2571999999996
2015-07-31,South Dakota,5.521800000000001
2015-07-31,Tennessee,3.9858000000000002
2015-07-31,Texas,10488.360400000001
2015-07-31,Virginia,18.875999999999998
2015-07-31,Washington,129.6936
2015-06-30,Arizona,17.569200000000002
2015-06-30,Arkansas,665.7262
2015-06-30,California,5057.390600000001
2015-06-30,Colorado,201.345
2015-06-30,Connecticut,15.193999999999999
2015-06-30,Delaware,34.9641
2015-06-30,Florida,41.8102
2015-06-30,Georgia,428.5428
2015-06-30,Illinois,1983.5479
2015-06-30,Indiana,615.448
2015-06-30,Michigan,539.1247000000001
2015-06-30,Minnesota,3244.9901
2015-06-30,Mississippi,542.7273
2015-06-30,Nevada,79.288
2015-06-30,New Jersey,1198.2997
2015-06-30,New York,5552.3709
2015-06-30,North Carolina,222.9666
2015-06-30,Ohio,10.3428
2015-06-30,Oklahoma,318.0034
2015-06-30,Oregon,306.3988
2015-06-30,Pennsylvania,1735.3335
2015-06-30,Tennessee,159.705
2015-06-30,Texas,2786.7196000000004
2015-06-30,Utah,91.6944
2015-06-30,Virginia,1530.5102
2015-06-30,Washington,3294.7766
2015-05-31,Alabama,134.349
2015-05-31,California,4459.5797
2015-05-31,Connecticut,17.5744
2015-05-31,Delaware,14.7852
2015-05-31,Florida,1412.5693999999999
2015-05-31,Illinois,1143.7136
2015-05-31,Kentucky,871.4756
2015-05-31,Louisiana,48.2988
2015-05-31,Maryland,444.49
2015-05-31,Massachusetts,2120.1942
2015-05-31,Michigan,56.7468
2015-05-31,Mississippi,31.5414
2015-05-31,New Hampshire,130.2606
2015-05-31,New York,349.5469
2015-05-31,Ohio,1373.3593999999998
2015-05-31,Pennsylvania,2233.9363
2015-05-31,Tennessee,592.555
2015-05-31,Texas,2147.7342999999996
2015-05-31,Utah,70.678
2015-05-31,Virginia,1934.6644999999999
2015-05-31,Washington,173.5535
2015-05-31,Wisconsin,81.0563
2015-04-30,Alabama,905.9632
2015-04-30,Arizona,75.2744
2015-04-30,California,7230.1224
2015-04-30,Florida,610.8277999999999
2015-04-30,Georgia,1060.3415000000002
2015-04-30,Idaho,6.2296
2015-04-30,Illinois,182.04699999999997
2015-04-30,Indiana,16.848
2015-04-30,Iowa,1081.3388
2015-04-30,Kentucky,887.6736000000001
2015-04-30,Louisiana,296.955
2015-04-30,Maryland,4.2282
2015-04-30,Massachusetts,67.464
2015-04-30,Michigan,778.4356
2015-04-30,Minnesota,122.83500000000001
2015-04-30,Montana,285.1582
2015-04-30,New Mexico,279.6978
2015-04-30,New York,492.1913000000001
2015-04-30,North Carolina,293.8829999999999
2015-04-30,Ohio,1354.7229000000002
2015-04-30,Pennsylvania,1402.4896
2015-04-30,South Carolina,528.8777
2015-04-30,Texas,4159.709000000001
2015-04-30,Virginia,4339.5421
2015-04-30,Washington,612.3525000000001
2015-03-31,Arizona,400.8336
2015-03-31,California,5286.7674
2015-03-31,Colorado,726.1298
2015-03-31,Florida,27442.110000000004
2015-03-31,Illinois,1242.6978
2015-03-31,Indiana,9.768
2015-03-31,Kentucky,558.6462
2015-03-31,Michigan,11.637599999999999
2015-03-31,Minnesota,141.7282
2015-03-31,Mississippi,60.68770000000001
2015-03-31,New York,5147.544099999999
2015-03-31,North Carolina,583.0387000000001
2015-03-31,Ohio,608.5076
2015-03-31,Oregon,36.8827
2015-03-31,Pennsylvania,208.34359999999998
2015-03-31,South Carolina,337.155
2015-03-31,Tennessee,292.6564
2015-03-31,Texas,1837.565
2015-03-31,Utah,233.31280000000004
2015-03-31,Virginia,3585.9249
2015-03-31,Washington,1832.9996999999998
2015-02-28,California,964.73
2015-02-28,Florida,197.948
2015-02-28,Illinois,91.68950000000001
2015-02-28,Indiana,53.2896
2015-02-28,Michigan,228.8498
2015-02-28,Missouri,428.4789
2015-02-28,Nevada,9.0272
2015-02-28,New Jersey,65.7552
2015-02-28,New York,57.818299999999994
2015-02-28,Texas,102.3253
2015-02-28,Virginia,1551.6985
2015-02-28,Washington,526.1412
2015-02-28,Wisconsin,262.58399999999995
2015-01-31,Arizona,666.5916
2015-01-31,Arkansas,1422.1525000000001
2015-01-31,California,1464.2856
2015-01-31,Delaware,6.858599999999999
2015-01-31,Florida,21.145200000000003
2015-01-31,Georgia,91.51219999999999
2015-01-31,Illinois,354.0501
2015-01-31,Indiana,5.94
2015-01-31,Kentucky,3031.3986
2015-01-31,Louisiana,960.6928
2015-01-31,Michigan,525.0614
2015-01-31,Nevada,20.8416
2015-01-31,Ohio,30.2744
2015-01-31,Oregon,58.3776
2015-01-31,Pennsylvania,435.79510000000005
2015-01-31,South Carolina,458.5896000000001
2015-01-31,South Dakota,107.8716
2015-01-31,Tennessee,118.7094
2015-01-31,Texas,199.64290000000003
2015-01-31,Virginia,871.2277
