invoice_date,invoice_id,state,amount
2016-01-27 00:00:00+00,CA-2016-164777,California,2803.92
2016-01-27 00:00:00+00,CA-2016-168746,Ohio,769.332
2016-01-28 00:00:00+00,CA-2016-116638,North Carolina,4297.644
2016-01-30 00:00:00+00,CA-2016-121797,California,2147.3360000000002
2016-01-30 00:00:00+00,CA-2016-145401,Texas,14.304
2016-01-31 00:00:00+00,CA-2016-149587,Minnesota,99.26000000000002
2016-02-03 00:00:00+00,CA-2016-103093,Georgia,74.52
2016-02-03 00:00:00+00,CA-2016-127327,New York,90.882
2016-02-03 00:00:00+00,CA-2016-132633,Utah,12.144
2016-02-03 00:00:00+00,CA-2016-140921,Nebraska,178.37
2016-02-03 00:00:00+00,CA-2016-157959,California,136.92
2016-02-06 00:00:00+00,CA-2016-104038,Virginia,176.63
2016-02-06 00:00:00+00,CA-2016-111507,Washington,5.28
2016-02-06 00:00:00+00,CA-2016-137064,Texas,692.2139999999999
2016-02-06 00:00:00+00,CA-2016-156482,Delaware,1558.42
2016-02-07 00:00:00+00,CA-2016-147529,Virginia,324.10999999999996
2016-02-08 00:00:00+00,CA-2016-114923,Ohio,107.982
2016-02-08 00:00:00+00,US-2016-130491,Kansas,21.11
2016-02-09 00:00:00+00,CA-2016-101007,Texas,20.8
2016-02-09 00:00:00+00,CA-2016-135391,Texas,80.88
2016-02-09 00:00:00+00,CA-2016-146038,California,203.92
2016-02-09 00:00:00+00,US-2016-153374,Illinois,479.952
2016-02-10 00:00:00+00,CA-2016-101126,Pennsylvania,77.24
2016-02-14 00:00:00+00,CA-2016-116876,New York,652.414
2016-02-14 00:00:00+00,US-2016-147662,Ohio,427.548
2016-02-15 00:00:00+00,CA-2016-116092,California,627.4800000000001
2016-02-15 00:00:00+00,CA-2016-154326,Wisconsin,974.9000000000001
2016-02-16 00:00:00+00,CA-2016-121776,California,124.55
2016-02-16 00:00:00+00,CA-2016-156923,New Hampshire,35.88
2016-02-18 00:00:00+00,CA-2016-105725,California,96.604
2016-02-18 00:00:00+00,CA-2016-111234,California,9.24
2016-02-20 00:00:00+00,CA-2016-152611,New Jersey,286.79
2016-02-20 00:00:00+00,CA-2016-169740,Arkansas,29.99
2016-02-21 00:00:00+00,CA-2016-129770,New Mexico,49.12
2016-02-21 00:00:00+00,CA-2016-162782,Maryland,2541.98
2016-02-22 00:00:00+00,CA-2016-132374,Michigan,79.36
2016-02-23 00:00:00+00,CA-2016-132276,New York,37.775999999999996
2016-02-25 00:00:00+00,CA-2016-154900,Massachusetts,25.869999999999997
2016-02-27 00:00:00+00,CA-2016-104129,Rhode Island,599.9
2016-02-27 00:00:00+00,CA-2016-111325,Pennsylvania,20.451
2016-02-27 00:00:00+00,CA-2016-138485,Washington,538.92
2016-02-28 00:00:00+00,US-2016-145436,Tennessee,551.264
2016-03-01 00:00:00+00,CA-2016-102316,California,200.73600000000002
2016-03-01 00:00:00+00,CA-2016-104052,Texas,95.84
2016-03-01 00:00:00+00,CA-2016-133494,Pennsylvania,3.552
2016-03-01 00:00:00+00,CA-2016-133585,Texas,1283.3264
2016-03-01 00:00:00+00,CA-2016-153325,Georgia,58.72
2016-03-02 00:00:00+00,CA-2016-105970,Indiana,112.03999999999999
2016-03-02 00:00:00+00,CA-2016-110457,Washington,787.53
2016-03-05 00:00:00+00,CA-2016-109001,Pennsylvania,479.026
2016-03-05 00:00:00+00,CA-2016-109512,New York,976.347
2016-03-05 00:00:00+00,CA-2016-120320,Texas,31.92
2016-03-05 00:00:00+00,CA-2016-125185,Pennsylvania,132.94
2016-03-05 00:00:00+00,CA-2016-140221,Illinois,257.32
2016-03-05 00:00:00+00,CA-2016-151785,Illinois,7.104
2016-03-05 00:00:00+00,CA-2016-153108,Indiana,84.61
2016-03-06 00:00:00+00,CA-2016-142944,California,1555.244
2016-03-07 00:00:00+00,CA-2016-146255,Delaware,807.54
2016-03-08 00:00:00+00,CA-2016-105627,Wisconsin,2531.8799999999997
2016-03-08 00:00:00+00,CA-2016-107741,Colorado,3.408
2016-03-08 00:00:00+00,CA-2016-132136,Illinois,8.568
2016-03-08 00:00:00+00,CA-2016-160213,New York,19.44
2016-03-09 00:00:00+00,CA-2016-110345,North Carolina,4.608
2016-03-09 00:00:00+00,CA-2016-123155,Texas,473.4
2016-03-10 00:00:00+00,CA-2016-146829,Texas,1.112
2016-03-10 00:00:00+00,US-2016-118906,Maryland,89.82
2016-03-12 00:00:00+00,CA-2016-128083,Florida,45.976
2016-03-12 00:00:00+00,CA-2016-148705,North Carolina,5.04
2016-03-13 00:00:00+00,CA-2016-114237,Washington,141.96
2016-03-13 00:00:00+00,US-2016-139675,California,1242.896
2016-03-14 00:00:00+00,CA-2016-163587,New Hampshire,688.46
2016-03-14 00:00:00+00,CA-2016-167479,California,19.44
2016-03-15 00:00:00+00,CA-2016-155124,Utah,16.776
2016-03-16 00:00:00+00,CA-2016-112116,Washington,171.96
2016-03-16 00:00:00+00,CA-2016-134257,Alabama,498.93
2016-03-16 00:00:00+00,CA-2016-144722,California,43.13
2016-03-16 00:00:00+00,CA-2016-145352,Georgia,6412.7699999999995
2016-03-16 00:00:00+00,CA-2016-153906,New York,85.9
2016-03-16 00:00:00+00,US-2016-150231,New York,17.52
2016-03-17 00:00:00+00,CA-2016-110632,New York,48.84
2016-03-19 00:00:00+00,CA-2016-111829,Washington,4607.2699999999995
2016-03-19 00:00:00+00,CA-2016-113110,California,105.688
2016-03-19 00:00:00+00,CA-2016-132101,Washington,453.576
2016-03-19 00:00:00+00,CA-2016-143532,Florida,14.496
2016-03-19 00:00:00+00,CA-2016-149993,California,10.9
2016-03-19 00:00:00+00,CA-2016-163104,California,11.96
2016-03-19 00:00:00+00,CA-2016-168088,Texas,449.0496
2016-03-20 00:00:00+00,CA-2016-106565,Wisconsin,51.84
2016-03-20 00:00:00+00,CA-2016-127607,Texas,21.376
2016-03-20 00:00:00+00,CA-2016-159534,New York,1445.674
2016-03-20 00:00:00+00,CA-2016-165813,Oregon,29.304
2016-03-21 00:00:00+00,CA-2016-120621,North Carolina,1270.379
2016-03-22 00:00:00+00,CA-2016-117884,Florida,598.352
2016-03-22 00:00:00+00,CA-2016-121552,Alabama,19.56
2016-03-22 00:00:00+00,CA-2016-157812,Texas,162.072
2016-03-22 00:00:00+00,CA-2016-163440,California,15.984
2016-03-22 00:00:00+00,US-2016-163279,California,1685.4560000000001
2016-03-23 00:00:00+00,CA-2016-130218,South Carolina,59.480000000000004
2016-03-23 00:00:00+00,CA-2016-138219,California,33.36
2016-03-23 00:00:00+00,US-2016-107944,California,432.69
2016-03-23 00:00:00+00,US-2016-125374,Texas,107.772
2016-03-24 00:00:00+00,CA-2016-118423,Illinois,359.058
2016-03-24 00:00:00+00,CA-2016-145457,Washington,46.9
2016-03-24 00:00:00+00,US-2016-112508,Florida,6.992
2016-03-26 00:00:00+00,CA-2016-103793,Florida,74.352
2016-03-26 00:00:00+00,CA-2016-164301,Washington,3393.68
2016-03-26 00:00:00+00,CA-2016-167374,Pennsylvania,56.80799999999999
2016-03-26 00:00:00+00,US-2016-116981,New York,1098.53
2016-03-27 00:00:00+00,CA-2016-132948,Washington,83.7
2016-03-28 00:00:00+00,CA-2016-131534,California,199.64000000000001
2016-03-28 00:00:00+00,CA-2016-133536,New York,22.92
2016-03-28 00:00:00+00,CA-2016-135363,Pennsylvania,20.784
2016-03-29 00:00:00+00,CA-2016-105361,New York,17.64
2016-03-29 00:00:00+00,CA-2016-121272,Washington,73.28
2016-03-29 00:00:00+00,CA-2016-150749,Virginia,5.56
2016-03-29 00:00:00+00,CA-2016-153549,Florida,1166.92
2016-03-29 00:00:00+00,US-2016-103996,California,295.68
2016-03-30 00:00:00+00,CA-2016-104871,Illinois,366.744
2016-03-30 00:00:00+00,CA-2016-121405,Illinois,204.48000000000002
2016-03-31 00:00:00+00,CA-2016-128125,Texas,120.756
2016-03-31 00:00:00+00,CA-2016-137106,Florida,79.96
2016-04-02 00:00:00+00,CA-2016-136378,Texas,9.156
2016-04-02 00:00:00+00,US-2016-122140,Texas,130.288
2016-04-02 00:00:00+00,US-2016-142811,Arizona,87.8
2016-04-02 00:00:00+00,US-2016-159513,California,71.976
2016-04-04 00:00:00+00,CA-2016-110667,New York,210.992
2016-04-04 00:00:00+00,CA-2016-112452,Michigan,1273.6060000000002
2016-04-05 00:00:00+00,CA-2016-102855,Washington,263.78
2016-04-05 00:00:00+00,CA-2016-119942,Pennsylvania,23.904
2016-04-05 00:00:00+00,CA-2016-161452,California,892.224
2016-04-05 00:00:00+00,CA-2016-167010,Pennsylvania,1636.356
2016-04-05 00:00:00+00,US-2016-136476,Tennessee,157.794
2016-04-06 00:00:00+00,CA-2016-100888,North Carolina,47.952
2016-04-06 00:00:00+00,CA-2016-124541,Texas,92.052
2016-04-07 00:00:00+00,CA-2016-130554,Pennsylvania,11.736
2016-04-07 00:00:00+00,CA-2016-140025,Texas,847.2
2016-04-07 00:00:00+00,CA-2016-166492,New York,48.5
2016-04-09 00:00:00+00,CA-2016-101000,Connecticut,370.14
2016-04-09 00:00:00+00,CA-2016-116512,New York,17.94
2016-04-09 00:00:00+00,CA-2016-142027,California,369.912
2016-04-10 00:00:00+00,CA-2016-134201,New York,156.70999999999998
2016-04-10 00:00:00+00,CA-2016-168767,California,12.832
2016-04-11 00:00:00+00,CA-2016-111164,New York,513.73
2016-04-11 00:00:00+00,CA-2016-125563,Florida,121.888
2016-04-11 00:00:00+00,US-2016-136987,California,692.728
2016-04-12 00:00:00+00,CA-2016-145415,Washington,40.74
2016-04-13 00:00:00+00,CA-2016-100216,Arizona,85.92
2016-04-13 00:00:00+00,CA-2016-106257,California,721.488
2016-04-13 00:00:00+00,CA-2016-120551,Nebraska,17.43
2016-04-13 00:00:00+00,CA-2016-133452,California,910.792
2016-04-13 00:00:00+00,CA-2016-133837,Arizona,10.744
2016-04-13 00:00:00+00,CA-2016-149678,New Mexico,12.88
2016-04-13 00:00:00+00,US-2016-120502,California,372.096
2016-04-13 00:00:00+00,US-2016-168704,Texas,1061.328
2016-04-14 00:00:00+00,CA-2016-116841,Oregon,35.208
2016-04-16 00:00:00+00,CA-2016-106215,Pennsylvania,12.576
2016-04-16 00:00:00+00,CA-2016-137974,Virginia,2298.8999999999996
2016-04-16 00:00:00+00,CA-2016-142734,New York,127.764
2016-04-16 00:00:00+00,CA-2016-146675,Illinois,1483.528
2016-04-16 00:00:00+00,CA-2016-161263,Ohio,239.204
2016-04-17 00:00:00+00,CA-2016-148712,New York,172.606
2016-04-17 00:00:00+00,CA-2016-155306,California,2572.5
2016-04-18 00:00:00+00,CA-2016-102722,Louisiana,106.5
2016-04-18 00:00:00+00,CA-2016-115742,Indiana,209.55
2016-04-18 00:00:00+00,CA-2016-142601,California,1009.13
2016-04-18 00:00:00+00,US-2016-113593,California,115.44
2016-04-18 00:00:00+00,US-2016-134271,New York,21.93
2016-04-18 00:00:00+00,US-2016-163433,Texas,544.41
2016-04-19 00:00:00+00,US-2016-155369,Texas,329.96
2016-04-20 00:00:00+00,CA-2016-109169,Michigan,180.96
2016-04-20 00:00:00+00,CA-2016-142433,Texas,117.456
2016-04-20 00:00:00+00,CA-2016-149342,Georgia,896.3100000000001
2016-04-21 00:00:00+00,CA-2016-107678,Kentucky,893.09
2016-04-22 00:00:00+00,CA-2016-151253,California,152.916
2016-04-24 00:00:00+00,CA-2016-118227,New York,25.99
2016-04-25 00:00:00+00,CA-2016-112557,New York,206.43
2016-04-25 00:00:00+00,CA-2016-115420,California,21.34
2016-04-25 00:00:00+00,CA-2016-130365,Illinois,349.082
2016-04-25 00:00:00+00,CA-2016-143602,California,13.944
2016-04-25 00:00:00+00,CA-2016-153878,Wisconsin,330.15
2016-04-26 00:00:00+00,CA-2016-122266,Florida,194.1395
2016-04-26 00:00:00+00,CA-2016-137302,California,485.784
2016-04-26 00:00:00+00,US-2016-114839,Texas,408.422
2016-04-26 00:00:00+00,US-2016-134026,Tennessee,1001.76
2016-04-27 00:00:00+00,CA-2016-124450,District of Columbia,2670.19
2016-04-27 00:00:00+00,CA-2016-151841,Colorado,49.400000000000006
2016-04-28 00:00:00+00,CA-2016-120782,Michigan,3999.7019999999998
2016-04-28 00:00:00+00,CA-2016-130792,Texas,44.660000000000004
2016-04-29 00:00:00+00,CA-2016-157434,Pennsylvania,7.968
2016-04-30 00:00:00+00,CA-2016-103716,California,54.45
2016-04-30 00:00:00+00,CA-2016-135174,Ohio,1022.97
2016-04-30 00:00:00+00,US-2016-115238,Massachusetts,281.16
2016-04-30 00:00:00+00,US-2016-164175,Illinois,213.115
2016-05-01 00:00:00+00,CA-2016-104486,California,84.55600000000001
2016-05-01 00:00:00+00,CA-2016-145821,California,88.752
2016-05-01 00:00:00+00,CA-2016-161998,Florida,277.632
2016-05-02 00:00:00+00,CA-2016-116687,Texas,167.232
2016-05-03 00:00:00+00,CA-2016-107937,California,665.88
2016-05-03 00:00:00+00,CA-2016-112130,Pennsylvania,1058.188
2016-05-03 00:00:00+00,CA-2016-150770,California,460.84399999999994
2016-05-03 00:00:00+00,CA-2016-160864,California,13.848
2016-05-04 00:00:00+00,CA-2016-110548,Texas,946.344
2016-05-04 00:00:00+00,CA-2016-129700,Illinois,22.288
2016-05-04 00:00:00+00,CA-2016-144253,New York,26.8
2016-05-04 00:00:00+00,CA-2016-146290,Indiana,125.93
2016-05-07 00:00:00+00,CA-2016-137512,Texas,259.942
2016-05-07 00:00:00+00,CA-2016-147879,Kentucky,45.68
2016-05-08 00:00:00+00,CA-2016-109939,Oregon,5.248
2016-05-08 00:00:00+00,CA-2016-113971,Ohio,8.352
2016-05-08 00:00:00+00,CA-2016-136798,Minnesota,545.9100000000001
2016-05-08 00:00:00+00,CA-2016-142055,New York,37.94
2016-05-08 00:00:00+00,US-2016-160857,New York,3384.518
2016-05-09 00:00:00+00,CA-2016-155635,Kentucky,48.81
2016-05-10 00:00:00+00,CA-2016-129217,Illinois,107.75399999999999
2016-05-10 00:00:00+00,CA-2016-144043,Colorado,46.688
2016-05-11 00:00:00+00,CA-2016-135727,Arizona,191.968
2016-05-12 00:00:00+00,CA-2016-130876,New York,36.63
2016-05-12 00:00:00+00,CA-2016-131856,Texas,769.024
2016-05-12 00:00:00+00,CA-2016-159380,California,38.519999999999996
2016-05-12 00:00:00+00,CA-2016-162607,Washington,14.592
2016-05-12 00:00:00+00,US-2016-122910,Colorado,201.584
2016-05-13 00:00:00+00,CA-2016-145835,Illinois,238.384
2016-05-14 00:00:00+00,CA-2016-100146,California,1452.7875
2016-05-14 00:00:00+00,CA-2016-119291,Pennsylvania,570.492
2016-05-14 00:00:00+00,CA-2016-165162,California,1117.92
2016-05-15 00:00:00+00,CA-2016-138492,Pennsylvania,51.968
2016-05-15 00:00:00+00,CA-2016-166604,Georgia,17.94
2016-05-16 00:00:00+00,CA-2016-100769,Florida,255.968
2016-05-17 00:00:00+00,CA-2016-100251,New York,87.1
2016-05-17 00:00:00+00,US-2016-117184,Texas,47.368
2016-05-18 00:00:00+00,CA-2016-165554,California,10.86
2016-05-20 00:00:00+00,CA-2016-153535,North Carolina,169.54399999999998
2016-05-21 00:00:00+00,CA-2016-102806,Pennsylvania,24.588
2016-05-21 00:00:00+00,CA-2016-169278,Washington,26.976
2016-05-21 00:00:00+00,US-2016-168914,Illinois,20.768
2016-05-22 00:00:00+00,CA-2016-149846,California,3862.0980000000004
2016-05-23 00:00:00+00,CA-2016-119102,Rhode Island,51.45
2016-05-23 00:00:00+00,CA-2016-136805,Michigan,925.83
2016-05-23 00:00:00+00,CA-2016-154921,South Carolina,186.69
2016-05-23 00:00:00+00,US-2016-110569,Arizona,140.986
2016-05-24 00:00:00+00,US-2016-165512,Illinois,610.3069999999999
2016-05-25 00:00:00+00,CA-2016-109708,Tennessee,467.04
2016-05-25 00:00:00+00,CA-2016-132941,Texas,262.72
2016-05-25 00:00:00+00,CA-2016-138898,Colorado,845.728
2016-05-25 00:00:00+00,CA-2016-141768,California,14.73
2016-05-25 00:00:00+00,US-2016-152128,Kansas,149.2
2016-05-26 00:00:00+00,CA-2016-143147,Texas,610.156
2016-05-26 00:00:00+00,CA-2016-148964,Washington,20.24
2016-05-26 00:00:00+00,US-2016-113327,North Carolina,352.168
2016-05-28 00:00:00+00,CA-2016-118948,Washington,6.63
2016-05-28 00:00:00+00,CA-2016-131758,New York,60.870000000000005
2016-05-28 00:00:00+00,CA-2016-135020,New York,632.856
2016-05-28 00:00:00+00,CA-2016-149601,Connecticut,93.78999999999999
2016-05-29 00:00:00+00,CA-2016-104297,Ohio,85.056
2016-05-29 00:00:00+00,CA-2016-111339,Ohio,366.666
2016-05-29 00:00:00+00,CA-2016-120880,Washington,740.73
2016-05-29 00:00:00+00,CA-2016-168277,Indiana,12.39
2016-05-30 00:00:00+00,CA-2016-103177,New York,529.14
2016-05-30 00:00:00+00,CA-2016-163923,Virginia,151.96
2016-05-31 00:00:00+00,CA-2016-100818,Illinois,234.516
2016-05-31 00:00:00+00,CA-2016-120677,Minnesota,2567.84
2016-05-31 00:00:00+00,CA-2016-124919,California,244.78
2016-05-31 00:00:00+00,CA-2016-133627,Connecticut,22.2
2016-05-31 00:00:00+00,CA-2016-136224,North Carolina,10.272
2016-05-31 00:00:00+00,CA-2016-147788,Utah,1745.71
2016-05-31 00:00:00+00,CA-2016-149748,New Jersey,345.26
2016-05-31 00:00:00+00,CA-2016-156153,New York,7.56
2016-06-01 00:00:00+00,CA-2016-161242,California,11.76
2016-06-01 00:00:00+00,US-2016-132836,Michigan,774.47
2016-06-01 00:00:00+00,US-2016-163685,Texas,47.968
2016-06-04 00:00:00+00,CA-2016-158491,California,1109.95
2016-06-04 00:00:00+00,CA-2016-164833,Washington,16.64
2016-06-04 00:00:00+00,US-2016-142020,New York,65.72
2016-06-05 00:00:00+00,CA-2016-115168,Missouri,10.56
2016-06-05 00:00:00+00,CA-2016-166947,New York,1522.638
2016-06-07 00:00:00+00,CA-2016-142041,California,7.52
2016-06-07 00:00:00+00,CA-2016-157343,Pennsylvania,52.248
2016-06-08 00:00:00+00,CA-2016-162201,Florida,937.6080000000001
2016-06-08 00:00:00+00,CA-2016-164007,Illinois,145.504
2016-06-09 00:00:00+00,CA-2016-101868,Florida,175.32
2016-06-09 00:00:00+00,CA-2016-110947,Virginia,113.1
2016-06-09 00:00:00+00,CA-2016-141012,Idaho,495.736
2016-06-09 00:00:00+00,CA-2016-144190,Michigan,12.96
2016-06-11 00:00:00+00,CA-2016-121720,Florida,3165.744
2016-06-11 00:00:00+00,US-2016-123960,Louisiana,207.82
2016-06-12 00:00:00+00,CA-2016-104115,Florida,55.984
2016-06-12 00:00:00+00,CA-2016-131779,Delaware,29.9
2016-06-12 00:00:00+00,CA-2016-136105,Indiana,24.56
2016-06-12 00:00:00+00,CA-2016-139850,Pennsylvania,64.032
2016-06-13 00:00:00+00,CA-2016-104059,Ohio,3.424
2016-06-13 00:00:00+00,CA-2016-104941,Alabama,976.29
2016-06-13 00:00:00+00,CA-2016-127418,California,36.624
2016-06-13 00:00:00+00,CA-2016-137281,Georgia,6.48
2016-06-13 00:00:00+00,CA-2016-155054,Maine,106.08000000000001
2016-06-14 00:00:00+00,CA-2016-120439,Pennsylvania,51.072
2016-06-15 00:00:00+00,CA-2016-129896,Arizona,496.89599999999996
2016-06-15 00:00:00+00,CA-2016-164567,California,225.576
2016-06-15 00:00:00+00,US-2016-106495,Florida,11.672
2016-06-16 00:00:00+00,CA-2016-118955,Texas,253.34000000000003
2016-06-16 00:00:00+00,CA-2016-167269,Pennsylvania,6.208
2016-06-16 00:00:00+00,US-2016-163825,New York,3184.356
2016-06-18 00:00:00+00,CA-2016-122287,Arizona,101.00399999999999
2016-06-18 00:00:00+00,CA-2016-133242,Virginia,1046.47
2016-06-18 00:00:00+00,CA-2016-147011,Florida,13.632
2016-06-18 00:00:00+00,CA-2016-154200,California,51.98
2016-06-18 00:00:00+00,CA-2016-156734,Tennessee,670.001
2016-06-19 00:00:00+00,CA-2016-111864,Pennsylvania,5.904
2016-06-19 00:00:00+00,CA-2016-121965,California,205.73
2016-06-19 00:00:00+00,CA-2016-144302,Texas,5.792
2016-06-19 00:00:00+00,CA-2016-163734,Texas,228.92
2016-06-20 00:00:00+00,CA-2016-140144,California,383.616
2016-06-20 00:00:00+00,CA-2016-158351,Pennsylvania,319.984
2016-06-20 00:00:00+00,US-2016-136427,Colorado,125.944
2016-06-21 00:00:00+00,CA-2016-123330,Florida,107.976
2016-06-22 00:00:00+00,CA-2016-124975,Illinois,796.425
2016-06-22 00:00:00+00,CA-2016-128167,Utah,4.96
2016-06-22 00:00:00+00,CA-2016-153423,New York,1217.568
2016-06-23 00:00:00+00,CA-2016-106187,Georgia,268.4
2016-06-23 00:00:00+00,CA-2016-122826,Washington,201.568
2016-06-23 00:00:00+00,CA-2016-139164,California,366.99
2016-06-25 00:00:00+00,CA-2016-115945,California,413.942
2016-06-25 00:00:00+00,CA-2016-119690,Texas,128.928
2016-06-25 00:00:00+00,CA-2016-127110,Pennsylvania,109.36
2016-06-25 00:00:00+00,CA-2016-137750,California,204.85
2016-06-26 00:00:00+00,CA-2016-115938,Virginia,535.36
2016-06-26 00:00:00+00,CA-2016-125395,Michigan,41.9
2016-06-26 00:00:00+00,CA-2016-143882,Ohio,43.056
2016-06-26 00:00:00+00,CA-2016-166583,Texas,971.88
2016-06-28 00:00:00+00,CA-2016-103772,Georgia,260.31
2016-06-28 00:00:00+00,CA-2016-112144,Arizona,627.664
2016-06-28 00:00:00+00,CA-2016-162950,Ohio,498.492
2016-06-29 00:00:00+00,CA-2016-128860,Pennsylvania,20.104
2016-06-29 00:00:00+00,CA-2016-165799,New York,117.882
2016-06-29 00:00:00+00,US-2016-100069,Nebraska,269.98
2016-06-29 00:00:00+00,US-2016-141684,New York,24.96
2016-07-02 00:00:00+00,CA-2016-111703,Florida,27.503999999999998
2016-07-02 00:00:00+00,CA-2016-120397,Texas,32.784
2016-07-02 00:00:00+00,CA-2016-140718,North Carolina,246.36399999999998
2016-07-02 00:00:00+00,CA-2016-150196,New York,19.44
2016-07-02 00:00:00+00,CA-2016-157322,Illinois,1305.81
2016-07-03 00:00:00+00,CA-2016-128139,Kentucky,365.91
2016-07-03 00:00:00+00,US-2016-153500,Pennsylvania,458.072
2016-07-04 00:00:00+00,CA-2016-124268,New York,15.48
2016-07-04 00:00:00+00,CA-2016-152513,California,22.848
2016-07-04 00:00:00+00,CA-2016-154956,Wisconsin,1099.96
2016-07-05 00:00:00+00,CA-2016-116750,North Carolina,12.158000000000001
2016-07-05 00:00:00+00,CA-2016-130610,Michigan,19
2016-07-05 00:00:00+00,CA-2016-164336,Pennsylvania,73.776
2016-07-05 00:00:00+00,US-2016-158911,North Carolina,16.712
2016-07-06 00:00:00+00,CA-2016-108665,New York,896.38
2016-07-06 00:00:00+00,CA-2016-116260,New Jersey,11.12
2016-07-06 00:00:00+00,CA-2016-146087,Massachusetts,301.96
2016-07-06 00:00:00+00,CA-2016-161627,California,170.352
2016-07-08 00:00:00+00,CA-2016-129392,Texas,21.12
2016-07-09 00:00:00+00,CA-2016-111094,Massachusetts,129.52
2016-07-09 00:00:00+00,CA-2016-123456,Texas,48.632
2016-07-09 00:00:00+00,CA-2016-132626,Maryland,1133.8200000000002
2016-07-09 00:00:00+00,CA-2016-135314,Pennsylvania,269.982
2016-07-09 00:00:00+00,CA-2016-153626,Tennessee,5.16
2016-07-10 00:00:00+00,CA-2016-107020,California,39.92
2016-07-10 00:00:00+00,CA-2016-149384,Arizona,3.366
2016-07-11 00:00:00+00,CA-2016-136469,Delaware,1136.896
2016-07-11 00:00:00+00,CA-2016-142237,Pennsylvania,676.734
2016-07-11 00:00:00+00,CA-2016-142419,Washington,128.322
2016-07-12 00:00:00+00,CA-2016-112711,Texas,307.168
2016-07-12 00:00:00+00,CA-2016-126557,Illinois,1745.399
2016-07-13 00:00:00+00,CA-2016-114069,New York,1952.808
2016-07-13 00:00:00+00,US-2016-107349,Texas,41.568
2016-07-13 00:00:00+00,US-2016-140851,Georgia,38.88
2016-07-14 00:00:00+00,CA-2016-143364,Arizona,860.916
2016-07-16 00:00:00+00,CA-2016-113404,California,2048.8559999999998
2016-07-16 00:00:00+00,CA-2016-146948,Maryland,299.75
2016-07-16 00:00:00+00,US-2016-166520,New York,680.78
2016-07-17 00:00:00+00,CA-2016-121132,Texas,20.696
2016-07-17 00:00:00+00,CA-2016-138534,California,195.466
2016-07-17 00:00:00+00,US-2016-149629,Florida,231.92
2016-07-18 00:00:00+00,CA-2016-111206,California,519.96
2016-07-18 00:00:00+00,CA-2016-122973,New York,146.698
2016-07-18 00:00:00+00,CA-2016-159590,New York,5.76
2016-07-19 00:00:00+00,US-2016-160150,Arizona,2.025
2016-07-20 00:00:00+00,CA-2016-160472,Indiana,1238.3300000000002
2016-07-20 00:00:00+00,US-2016-122784,Illinois,1454.838
2016-07-23 00:00:00+00,CA-2016-120810,New York,197.76
2016-07-23 00:00:00+00,CA-2016-124044,New York,10.512
2016-07-24 00:00:00+00,CA-2016-103135,Kentucky,525.95
2016-07-25 00:00:00+00,CA-2016-139248,California,623.96
2016-07-25 00:00:00+00,CA-2016-148635,Washington,1288.848
2016-07-25 00:00:00+00,CA-2016-154291,Alabama,457.03999999999996
2016-07-25 00:00:00+00,US-2016-150161,Pennsylvania,25.176
2016-07-26 00:00:00+00,CA-2016-127754,Arizona,266.352
2016-07-26 00:00:00+00,CA-2016-136735,California,167.86
2016-07-26 00:00:00+00,CA-2016-143700,Pennsylvania,10.368
2016-07-26 00:00:00+00,CA-2016-148180,California,131.48000000000002
2016-07-26 00:00:00+00,US-2016-140200,Arizona,393.165
2016-07-27 00:00:00+00,US-2016-129553,Kentucky,29.97
2016-07-30 00:00:00+00,CA-2016-132507,Texas,61.792
2016-07-30 00:00:00+00,CA-2016-155334,California,226.13
2016-07-30 00:00:00+00,US-2016-164966,Minnesota,155.88
2016-07-31 00:00:00+00,CA-2016-111017,Missouri,52.59
2016-07-31 00:00:00+00,CA-2016-124891,New York,3419.872
2016-07-31 00:00:00+00,CA-2016-164427,Mississippi,239.7
2016-08-01 00:00:00+00,CA-2016-153388,California,1011.696
2016-08-02 00:00:00+00,CA-2016-112767,Oregon,277.5
2016-08-02 00:00:00+00,CA-2016-122406,Rhode Island,448.21000000000004
2016-08-02 00:00:00+00,CA-2016-147501,Washington,564.768
2016-08-05 00:00:00+00,CA-2016-112214,Texas,72.65
2016-08-06 00:00:00+00,CA-2016-135251,Texas,467.6532
2016-08-06 00:00:00+00,CA-2016-160794,Texas,27.216
2016-08-07 00:00:00+00,CA-2016-138331,Pennsylvania,106.8
2016-08-07 00:00:00+00,CA-2016-141936,California,19.152
2016-08-07 00:00:00+00,CA-2016-163237,Virginia,520.03
2016-08-07 00:00:00+00,CA-2016-163895,Idaho,3.304
2016-08-07 00:00:00+00,US-2016-117492,Maryland,77.58
2016-08-07 00:00:00+00,US-2016-124219,Missouri,241.34
2016-08-08 00:00:00+00,CA-2016-127544,New York,79.99
2016-08-08 00:00:00+00,CA-2016-129322,Massachusetts,601.44
2016-08-08 00:00:00+00,CA-2016-168564,California,158.672
2016-08-09 00:00:00+00,CA-2016-103954,Wisconsin,687.4
2016-08-09 00:00:00+00,CA-2016-128013,New York,154.14000000000001
2016-08-09 00:00:00+00,CA-2016-131338,New York,3385.614
2016-08-09 00:00:00+00,CA-2016-155453,Florida,4.608
2016-08-09 00:00:00+00,CA-2016-163055,Michigan,646.6300000000001
2016-08-10 00:00:00+00,CA-2016-121699,Michigan,64.75
2016-08-10 00:00:00+00,CA-2016-130022,Minnesota,74.94
2016-08-10 00:00:00+00,US-2016-156496,Oregon,711.784
